"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	148	910556	16.3	13.6	18.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	5290	910556	581.0	565.3	596.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	665	906581	73.4	67.8	78.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	906581	Unreliable	0.6	2.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	906581	Unreliable	0.5	2.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"All other drug-induced causes"	"D9"	38	906581	4.2	3.0	5.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	906581	Unreliable	0.9	2.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	120	906581	13.2	10.9	15.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	5199	906581	573.5	557.9	589.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	437760	7.3	5.0	10.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1999"	"1999"	"All other drug-induced causes"	"D9"	16	437760	Unreliable	2.1	5.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	120	437760	27.4	22.5	32.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	7389	437760	1687.9	1649.4	1726.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	445008	6.7	4.5	9.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2000"	"2000"	"All other drug-induced causes"	"D9"	13	445008	Unreliable	1.6	5.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	98	445008	22.0	17.9	26.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	7169	445008	1611.0	1573.7	1648.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	456577	7.9	5.5	10.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2001"	"2001"	"All other drug-induced causes"	"D9"	18	456577	Unreliable	2.3	6.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	99	456577	21.7	17.6	26.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	7370	456577	1614.2	1577.3	1651.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	54	477886	11.3	8.5	14.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2002"	"2002"	"All other drug-induced causes"	"D9"	24	477886	5.0	3.2	7.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	113	477886	23.6	19.3	28.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	7605	477886	1591.4	1555.6	1627.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	500832	8.0	5.7	10.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2003"	"2003"	"All other drug-induced causes"	"D9"	23	500832	4.6	2.9	6.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	116	500832	23.2	18.9	27.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	7879	500832	1573.2	1538.4	1607.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	73	526631	13.9	10.9	17.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2004"	"2004"	"All other drug-induced causes"	"D9"	25	526631	4.7	3.1	7.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	107	526631	20.3	16.5	24.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	8055	526631	1529.5	1496.1	1562.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	79	555881	14.2	11.3	17.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2005"	"2005"	"All other drug-induced causes"	"D9"	34	555881	6.1	4.2	8.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	112	555881	20.1	16.4	23.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	8445	555881	1519.2	1486.8	1551.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	120	584906	20.5	16.8	24.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2006"	"2006"	"All other drug-induced causes"	"D9"	47	584906	8.0	5.9	10.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	108	584906	18.5	15.0	21.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	8472	584906	1448.4	1417.6	1479.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	132	610850	21.6	17.9	25.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2007"	"2007"	"All other drug-induced causes"	"D9"	35	610850	5.7	4.0	8.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	112	610850	18.3	14.9	21.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	8853	610850	1449.3	1419.1	1479.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	126	635352	19.8	16.4	23.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	635352	Unreliable	0.8	2.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2008"	"2008"	"All other drug-induced causes"	"D9"	39	635352	6.1	4.4	8.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	140	635352	22.0	18.4	25.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	8955	635352	1409.5	1380.3	1438.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	143	665831	21.5	18.0	25.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2009"	"2009"	"All other drug-induced causes"	"D9"	36	665831	5.4	3.8	7.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	665831	Unreliable	0.8	3.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	146	665831	21.9	18.4	25.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	9180	665831	1378.7	1350.5	1406.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	161	693853	23.2	19.6	26.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	693853	Unreliable	1.3	3.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2010"	"2010"	"All other drug-induced causes"	"D9"	40	693853	5.8	4.1	7.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	137	693853	19.7	16.4	23.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	9473	693853	1365.3	1337.8	1392.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	187	733552	25.5	21.8	29.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2011"	"2011"	"All other drug-induced causes"	"D9"	37	733552	5.0	3.6	7.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	180	733552	24.5	21.0	28.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	9918	733552	1352.1	1325.4	1378.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	191	757408	25.2	21.6	28.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2012"	"2012"	"All other drug-induced causes"	"D9"	37	757408	4.9	3.4	6.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	150	757408	19.8	16.6	23.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	10287	757408	1358.2	1331.9	1384.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	258	777886	33.2	29.1	37.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	777886	Unreliable	0.9	2.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	777886	Unreliable	0.7	2.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"All other drug-induced causes"	"D9"	34	777886	4.4	3.0	6.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	183	777886	23.5	20.1	26.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	10720	777886	1378.1	1352.0	1404.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	296	797692	37.1	32.9	41.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	797692	Unreliable	0.6	2.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	797692	Unreliable	0.7	2.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"All other drug-induced causes"	"D9"	30	797692	3.8	2.5	5.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	797692	Unreliable	0.7	2.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	210	797692	26.3	22.8	29.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	10792	797692	1352.9	1327.4	1378.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	328	815151	40.2	35.9	44.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2015"	"2015"	"All other drug-induced causes"	"D9"	40	815151	4.9	3.5	6.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	815151	Unreliable	0.8	2.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	225	815151	27.6	24.0	31.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	11067	815151	1357.7	1332.4	1383.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	474	825251	57.4	52.3	62.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	825251	Unreliable	0.7	2.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"All other drug-induced causes"	"D9"	38	825251	4.6	3.3	6.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	16	825251	Unreliable	1.1	3.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	244	825251	29.6	25.9	33.3	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	11400	825251	1381.4	1356.0	1406.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	633	835410	75.8	69.9	81.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2017"	"2017"	"All other drug-induced causes"	"D9"	48	835410	5.7	4.2	7.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	835410	Unreliable	0.7	2.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	234	835410	28.0	24.4	31.6	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	11655	835410	1395.1	1369.8	1420.5	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	49	317658	15.4	11.4	20.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	11319	317658	3563.3	3497.6	3628.9	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	52	318218	16.3	12.2	21.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	10911	318218	3428.8	3364.4	3493.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	62	321462	19.3	14.8	24.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	10670	321462	3319.2	3256.2	3382.2	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	46	321519	14.3	10.5	19.1	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	10477	321519	3258.6	3196.2	3321.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	49	324008	15.1	11.2	20.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	10233	324008	3158.3	3097.1	3219.4	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	325567	Unreliable	2.8	8.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	60	325567	18.4	14.1	23.7	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	9788	325567	3006.4	2946.9	3066.0	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	328290	Unreliable	2.1	6.8	0.0%
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	50	328290	15.2	11.3	20.1	0.0%
